<<<<<<< HEAD
Poulets brahman,25 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2631399_uploaded_image1_1600290648.jpg,poules-lapins-et-pigeons
Couple Texan,45 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2627818_uploaded_image1_1600179722.jpg,poules-lapins-et-pigeons
Poule rouge & bleus d'Hollande,10 000 CFA,"Thies, Sénégal",https://images.coinafrique.com/thumb_2625194_uploaded_image1_1600090474.jpg,poules-lapins-et-pigeons
Pigeon voyageur,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2621772_uploaded_image1_1599939192.jpg,poules-lapins-et-pigeons
Pigeons Boulant De Saxe adultes,40 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2617019_uploaded_image1_1599763487.jpg,poules-lapins-et-pigeons
Couple Texan,55 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2615679_uploaded_image1_1599734824.jpg,poules-lapins-et-pigeons
Couple texan,45 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2608792_uploaded_image1_1599519768.jpg,poules-lapins-et-pigeons
Paire Cohen Barman,65 000 CFA,"Ndiass, Sénégal",https://images.coinafrique.com/thumb_2605030_uploaded_image1_1599401534.jpg,poules-lapins-et-pigeons
Pigeon ordinaire,1 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2604620_uploaded_image1_1599388255.jpg,poules-lapins-et-pigeons
Pigeon voyageur,4 000 CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_2600934_uploaded_image1_1599238239.jpg,poules-lapins-et-pigeons
Bramah  - hermineh  -frises blancs,25 000 CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_2591465_uploaded_image1_1598970772.jpg,poules-lapins-et-pigeons
Poussins,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2586569_uploaded_image1_1598802371.jpg,poules-lapins-et-pigeons
Poulets,3 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2577823_uploaded_image1_1598451435.jpg,poules-lapins-et-pigeons
Poules Brahman,15 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2572060_uploaded_image1_1598279843.jpg,poules-lapins-et-pigeons
Pigeons cravaté chinois,15 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2566760_uploaded_image1_1598102409.jpg,poules-lapins-et-pigeons
Pigeons dragon blanc sec & voyageur,15 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2561021_uploaded_image1_1597934615.jpg,poules-lapins-et-pigeons
Brahman colombia,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2560354_uploaded_image1_1597924245.jpg,poules-lapins-et-pigeons
Lapin nain,35 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2541523_uploaded_image1_1597358026.jpg,poules-lapins-et-pigeons
Lapin nain,30 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2541503_uploaded_image1_1597357353.jpg,poules-lapins-et-pigeons
Pigeons,Prix sur demande,"Mboro, Sénégal",https://images.coinafrique.com/thumb_2521008_uploaded_image1_1596768507.jpg,poules-lapins-et-pigeons
Poulet - oeuf,Prix sur demande,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_2516606_uploaded_image1_1596653482.jpg,poules-lapins-et-pigeons
Pigeon allemand,50 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2516109_uploaded_image1_1596644250.jpg,poules-lapins-et-pigeons
Poussins brahman colombia,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2513890_uploaded_image1_1596608950.jpg,poules-lapins-et-pigeons
Paons,5 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2511822_uploaded_image1_1596551448.jpg,poules-lapins-et-pigeons
Pigeon voyageur,7 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2507523_uploaded_image1_1596456276.jpg,poules-lapins-et-pigeons
Pigeon voyageur,7 000 CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_2505095_uploaded_image1_1596378141.jpg,poules-lapins-et-pigeons
Lapin femelle,25 000 CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_2501399_uploaded_image1_1596221963.jpg,poules-lapins-et-pigeons
Pigeon boulant de pomerani mâle,50 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_2499730_uploaded_image1_1596141952.jpg,poules-lapins-et-pigeons
Pigeon voyageur,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2463056_uploaded_image1_1595273844.jpg,poules-lapins-et-pigeons
Poussîns,480 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2455108_uploaded_image1_1595083998.jpg,poules-lapins-et-pigeons
Poulet,3 000 CFA,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_2450669_uploaded_image1_1594987392.jpg,poules-lapins-et-pigeons
Lapins,20 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2429419_uploaded_image1_1594546501.jpg,poules-lapins-et-pigeons
Pigeons,40 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2421679_uploaded_image1_1594369562.jpg,poules-lapins-et-pigeons
Poussin brahmane,12 500 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2421069_uploaded_image1_1594340902.jpg,poules-lapins-et-pigeons
Poussins Brahman,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2397001_uploaded_image1_1593963655.jpg,poules-lapins-et-pigeons
Cailles,12 500 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2394348_uploaded_image1_1593899461.jpg,poules-lapins-et-pigeons
Colvert,25 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2373373_uploaded_image1_1593556758.jpg,poules-lapins-et-pigeons
Poule de race,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2351149_uploaded_image1_1593181470.jpg,poules-lapins-et-pigeons
Lapins,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2349641_uploaded_image1_1593167061.jpg,poules-lapins-et-pigeons
Poules bleu Hollande,2 000 CFA,"Diourbel, Sénégal",https://images.coinafrique.com/thumb_2336310_uploaded_image1_1592955606.jpg,poules-lapins-et-pigeons
Lince,70 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2323612_uploaded_image1_1592765525.jpg,poules-lapins-et-pigeons
Pigeons,70 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2323545_uploaded_image1_1592764300.jpg,poules-lapins-et-pigeons
Paon - pigeon,35 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2323541_uploaded_image1_1592764212.jpg,poules-lapins-et-pigeons
Poussins Brahmane blanc,10 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2321103_uploaded_image1_1592726101.jpg,poules-lapins-et-pigeons
Pigeons,60 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2321099_uploaded_image1_1592725966.jpg,poules-lapins-et-pigeons
Cauchoix pair,70 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2321095_uploaded_image1_1592725829.jpg,poules-lapins-et-pigeons
Lapin - lapereaux,20 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2297368_uploaded_image1_1592352689.jpg,poules-lapins-et-pigeons
Poulet de chair,3 000 CFA,"Mbour, Sénégal",https://images.coinafrique.com/thumb_2289615_uploaded_image1_1592241607.jpg,poules-lapins-et-pigeons
Poulet,40 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2284393_uploaded_image1_1592163359.jpg,poules-lapins-et-pigeons
Poules,40 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2284382_uploaded_image1_1592163164.jpg,poules-lapins-et-pigeons
Cochin,40 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2283654_uploaded_image1_1592152413.jpg,poules-lapins-et-pigeons
Cochin coucou,40 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2283626_uploaded_image1_1592152112.jpg,poules-lapins-et-pigeons
Culbita rakovni,40 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_2270078_uploaded_image1_1591913628.5.jpeg,poules-lapins-et-pigeons
Couple bramane productrice,65 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_2263150_uploaded_image1_1591826889.jpg,poules-lapins-et-pigeons
Jeunes mâles brahman,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2258568_uploaded_image1_1591778766.jpg,poules-lapins-et-pigeons
Poussin brahmane,12 500 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2257189_uploaded_image1_1591743386.jpg,poules-lapins-et-pigeons
Poussin brahmane,12 500 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2257183_uploaded_image1_1591743270.jpg,poules-lapins-et-pigeons
Lapins,15 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2229912_uploaded_image1_1591309427.jpg,poules-lapins-et-pigeons
Lapins Angora française,15 000 CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2223516_uploaded_image1_1591222379.jpg,poules-lapins-et-pigeons
Lapin,20 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2221541_uploaded_image1_1591196081.jpg,poules-lapins-et-pigeons
Lapin,15 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2221308_uploaded_image1_1591193544.jpg,poules-lapins-et-pigeons
poulet,2 500 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2218341_uploaded_image1_1591159723.jpg,poules-lapins-et-pigeons
Pigeon lavande,35 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2203490_uploaded_image1_1590929887.jpg,poules-lapins-et-pigeons
Poulet mâle,2 200 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2172605_uploaded_image1_1590453736.jpg,poules-lapins-et-pigeons
Poulet,3 000 CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2132014_uploaded_image1_1589793253.jpg,poules-lapins-et-pigeons
Poulet Bleu hollandais,30 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2106379_uploaded_image1_1589378473.jpg,poules-lapins-et-pigeons
Couple Pigeon Cravate,30 000 CFA,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_2082389_uploaded_image1_1588989025.jpg,poules-lapins-et-pigeons
Poulet,4 200 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2021584_uploaded_image1_1588073587.jpg,poules-lapins-et-pigeons
Poulets à vendre et oeufs,2 200 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_2002375_uploaded_image1_1587741273.jpg,poules-lapins-et-pigeons
Poulets,3 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2001942_uploaded_image2_1587735661.98.jpeg,poules-lapins-et-pigeons
Oie,35 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1997244_uploaded_image1_1587667066.jpg,poules-lapins-et-pigeons
Couple Laor,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1995210_uploaded_image1_1587646147.jpg,poules-lapins-et-pigeons
Couple  Laor,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1995183_uploaded_image1_1587645917.jpg,poules-lapins-et-pigeons
Pigeons,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1995134_uploaded_image1_1587645507.jpg,poules-lapins-et-pigeons
Couple Laor,50 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1995115_uploaded_image1_1587645382.jpg,poules-lapins-et-pigeons
Pigeon,35 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_1992182_uploaded_image1_1587592805.jpg,poules-lapins-et-pigeons
Poussins  brahman colombia,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1990096_uploaded_image1_1587571540.jpg,poules-lapins-et-pigeons
Poulets de chair,2 500 CFA,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_1988804_uploaded_image1_1587553659.jpg,poules-lapins-et-pigeons
Couple Brahman,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1975396_uploaded_image1_1587342507.59.jpeg,poules-lapins-et-pigeons
Poussins nés le 8 avril,650 CFA,"Saly, Sénégal",https://images.coinafrique.com/thumb_1971696_uploaded_image1_1587287294.47.jpeg,poules-lapins-et-pigeons
Poulets,2 400 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1963033_uploaded_image1_1587140018.16.jpeg,poules-lapins-et-pigeons
Poulets,2 400 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1963021_uploaded_image1_1587139946.35.jpeg,poules-lapins-et-pigeons
Poulets de chairs,2 500 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1934126_uploaded_image1_1586708547.66.png,poules-lapins-et-pigeons
Poulets,2 750 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1918730_uploaded_image1_1586442251.23.png,poules-lapins-et-pigeons
Lapins,Prix sur demande,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_1913175_uploaded_image1_1586355015.48.png,poules-lapins-et-pigeons
Orpington,30 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1913036_uploaded_image1_1586352896.21.png,poules-lapins-et-pigeons
Poulet,3 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1907954_uploaded_image1_1586270049.67.png,poules-lapins-et-pigeons
Coq Orpitone,30 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1890489_uploaded_image1_1585937996.82.png,poules-lapins-et-pigeons
Pigeons King,35 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1890193_uploaded_image1_1585934383.75.png,poules-lapins-et-pigeons
Pigeons Laor,40 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1890181_uploaded_image1_1585934252.04.png,poules-lapins-et-pigeons
Pigeons,30 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1890093_uploaded_image1_1585933267.84.png,poules-lapins-et-pigeons
Pigeon paon,40 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1890068_uploaded_image1_1585932988.65.png,poules-lapins-et-pigeons
Poulet de chair,2 500 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1888745_uploaded_image1_1585919292.3.png,poules-lapins-et-pigeons
Pigeons Mondain / boulan,Prix sur demande,"Louga, Sénégal",https://images.coinafrique.com/thumb_1856511_uploaded_image1_1585321343.73.png,poules-lapins-et-pigeons
Poulet de chair,3 000 CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_1842198_uploaded_image1_1585068914.59.png,poules-lapins-et-pigeons
Pigeon voyageur,13 000 CFA,"Dakar-Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_1831100_uploaded_image1_1584866055.19.png,poules-lapins-et-pigeons
Pigeon voyageur,13 000 CFA,"Dakar-Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_1831098_uploaded_image1_1584866026.02.png,poules-lapins-et-pigeons
Cop Brahma,40 000 CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_1812172_uploaded_image1_1584528622.9.png,poules-lapins-et-pigeons
Poulet de chair,2 700 CFA,Sénégal,https://images.coinafrique.com/thumb_1804847_uploaded_image1_1584408926.38.png,poules-lapins-et-pigeons
Paon indien,30 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1804679_uploaded_image1_1584402291.56.png,poules-lapins-et-pigeons
Pigeon texan - Paon indien,60 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1804522_uploaded_image1_1584398352.13.png,poules-lapins-et-pigeons
Pigeon texan paon indien,60 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_1804515_uploaded_image1_1584398280.63.png,poules-lapins-et-pigeons
Mâle bantam,20 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1773437_uploaded_image1_1583858452.61.png,poules-lapins-et-pigeons
Lapin Angora,25 000 CFA,"Thies Nord, Thiès, Sénégal",https://images.coinafrique.com/thumb_1732205_uploaded_image1_1583152160.0.png,poules-lapins-et-pigeons
Coq,25 000 CFA,"Les Parcelles Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_1723625_uploaded_image1_1582972350.31.png,poules-lapins-et-pigeons
Poussin Orpington,5 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1716103_uploaded_image1_1582837127.36.png,poules-lapins-et-pigeons
Pigeons,65 000 CFA,"Dakar-Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_1712742_uploaded_image1_1582798028.37.png,poules-lapins-et-pigeons
Coq Orpington Fauve,35 000 CFA,"Louga, Sénégal",https://images.coinafrique.com/thumb_1699722_uploaded_image1_1582581938.31.png,poules-lapins-et-pigeons
Paon,250 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1691196_uploaded_image1_1582420837.2.png,poules-lapins-et-pigeons
Lapin métissé,10 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1687460_uploaded_image1_1582336381.54.png,poules-lapins-et-pigeons
Blond Panoramin,40 000 CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_1654385_uploaded_image1_1581775358.47.png,poules-lapins-et-pigeons
Poule,55 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1645136_uploaded_image1_1581608040.8.png,poules-lapins-et-pigeons
Femelle cochin bleu,30 000 CFA,"Les Parcelles Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_1599500_uploaded_image1_1580916087.86.png,poules-lapins-et-pigeons
Oies,90 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1584132_uploaded_image2_1580714620.25.png,poules-lapins-et-pigeons
Couple Cochin,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1577201_uploaded_image1_1580561085.8.png,poules-lapins-et-pigeons
Poulet,40 000 CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_1521236_uploaded_image1_1579695858.03.png,poules-lapins-et-pigeons
Males Bantam de Pékin,15 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1480111_uploaded_image1_1579028647.6.png,poules-lapins-et-pigeons
Poule,35 000 CFA,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_1461888_uploaded_image1_1578719186.99.png,poules-lapins-et-pigeons
Poussin hermine - 7 jours,15 000 CFA,Sénégal,https://images.coinafrique.com/thumb_1432855_uploaded_image1_1578928555.77.png,poules-lapins-et-pigeons
Poulet de race,40 000 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1417714_uploaded_image1_1577970779.66.png,poules-lapins-et-pigeons
Brahmane,50 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1415899_uploaded_image1_1577916626.18.png,poules-lapins-et-pigeons
Trio Bantam de Pékin,60 000 CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_1415870_uploaded_image1_1577915713.92.png,poules-lapins-et-pigeons
Oeuf fécondé,240 CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1365452_uploaded_image1_1576790350.48.png,poules-lapins-et-pigeons
Canards,5 000 CFA,"Mermoz-Sacré-Cœur, Dakar, Sénégal",https://images.coinafrique.com/thumb_1346042_uploaded_image1_1576463783.33.png,poules-lapins-et-pigeons
Dinde d'Amérique,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_1346036_uploaded_image1_1576462750.49.png,poules-lapins-et-pigeons
Lapin,25 000 CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_1291244_uploaded_image1_1575430604.21.png,poules-lapins-et-pigeons
